name;type;description;build_date;heritage;wikipedia;religion;denomination;ref_mhs;city;department;region;latitude;longitude
Statue de Léon Trulin;memorial;;;;;;;;Lille;Nord;Hauts-de-France;50.637501243829;3.06570082559773
;fountain;;;;;;;;Lille;Nord;Hauts-de-France;50.6311790257224;3.06160894810648
;fountain;;;;;;;;Lille;Nord;Hauts-de-France;50.6311069413551;3.06150752707811
Au Peuple Polonais;memorial;;;;;;;;Lille;Nord;Hauts-de-France;50.6240939706079;3.06797064497712
Porte de Paris;city_gate;;;;;;;;Lille;Nord;Hauts-de-France;50.6296518429642;3.06879927992486
Citadelle de Lille;castle;"La porte de la Citadelle : classement par arrêté du 9 mai 1914 - La chapelle : classement par arrêté du 11 janvier 1921 - La citadelle proprement dite avec ses bâtiments, ses bastions, ses fossés, ses demi-lunes et ses glacis ; l'ouvrage dit du Grand Car";1670-01-01;2;fr:Citadelle de Lille;;;PA00107573;Lille;Nord;Hauts-de-France;50.6409373664517;3.04456063547061
Leib Rozenpik;memorial;;2024-06-14;;;;;;Lille;Nord;Hauts-de-France;50.6331604238135;3.05671299464382
Élie Rabinovitch;memorial;;2024-09-20;;;;;;Lille;Nord;Hauts-de-France;50.6305834915019;3.05726058437813
Cathédrale Notre-Dame de la Treille;place_of_worship;La cathédrale en totalité, y compris le clocher provisoire de 1874 (cad. KZ 412, 417) : inscription par arrêté du 2 mars 2009;;3;fr:Cathédrale Notre-Dame-de-la-Treille;christian;catholic;PA59000146;Lille;Nord;Hauts-de-France;50.6402029906654;3.06271438698034
Théâtre du Nord;yes;;;;;;;;Lille;Nord;Hauts-de-France;50.636212085682;3.06405605764371
Monument en Hommage aux Morts de la Police;memorial;;;;;;;;Lille;Nord;Hauts-de-France;50.6298720355726;3.07479481335741
Hôtel Cardon de Montreuil;manor;"Façades et toitures, y compris le portail d'entrée ; l'escalier principal avec sa rampe en fer forgé ; l'escalier secondaire avec sa rampe en bois ; la salle à manger dite aussi antichambre avec ses lambris au rez-de-chaussée (cad. KX 39) : classement pa";;2;;;;PA00107595;Lille;Nord;Hauts-de-France;50.6424097701465;3.05771614081561
;memorial;;;;;;;;Lille;Nord;Hauts-de-France;50.630105723021;3.04675152181724
Porte Royale;monument;;;;;;;;Lille;Nord;Hauts-de-France;50.6406310464741;3.04631599812836
Rayzla Blank née Fuks;memorial;;2024-09-30;;;;;;Lille;Nord;Hauts-de-France;50.6335588994904;3.07219948276622
;fountain;;;;;;;;Lille;Nord;Hauts-de-France;50.6315168141808;3.06956808814175
La Noble Tour;yes;Noble Tour (la) : classement par arrêté du 1er mars 1922;;2;fr:Noble Tour;;;PA00107728;Lille;Nord;Hauts-de-France;50.630872800295;3.0742086987355
Église Notre-Dame-de-Consolation;place_of_worship;;;;;christian;catholic;;Lille;Nord;Hauts-de-France;50.6340785279456;3.04059661570875
Plaque commémorative Désiré et André Leroy;memorial;;;;;;;;Lille;Nord;Hauts-de-France;50.6470011252479;3.05830899282708
Hôtel particulier (hôtel de Tenremonde);building;"Façades et toitures sur cour ; mur de clôture sur rue, avec son portail au tympan sculpté dans la cour (cad. KX 188, 189) : inscription par arrêté du 5 mars 1990, rectifié par arrêté du 10 septembre 1990";;3;fr:Hôtel de Tenremonde;;;PA00107915;Lille;Nord;Hauts-de-France;50.6417317579988;3.05895096279113
parvis des justes;memorial;;;;;;;;Lille;Nord;Hauts-de-France;50.6350203681278;3.06456977158351
Beffroi de la Bourse;yes;;;;;;;;Lille;Nord;Hauts-de-France;50.6376828796708;3.06451453484158
;fountain;;;;;;;;Lille;Nord;Hauts-de-France;50.63119394551;3.06157114572318
Léon Karmiol;memorial;;2024-09-20;;;;;;Lille;Nord;Hauts-de-France;50.6335327479526;3.06409569114001
Chapelle Notre-Dame-de-la-Réconciliation;place_of_worship;Chapelle Notre-Dame-de-la-Réconciliation : inscription par arrêté du 23 décembre 1926;;3;fr:Chapelle Notre-Dame-de-Réconciliation de Lille;christian;;PA00107572;Lille;Nord;Hauts-de-France;50.6260624570456;3.03774064202317
Palais Rameau;building;"La maison du concierge ; le jardin avec sa clôture (cad. NW 265, 266) : inscription par arrêté du 17 avril 1984 - Le bâtiment du Palais Rameau en totalité, avec sa serre (à l'exclusion de la maison du concierge et du jardin avec sa clôture) (cad. NW 266)";;2;fr:Palais Rameau;;;PA00107720;Lille;Nord;Hauts-de-France;50.6342963097159;3.04995354289462
Plaque commémorative en hommage aux 24 cheminots;memorial;Plaque commémorative en hommage aux 24 cheminots qui ont sauvé 34 juifs dont 21 enfants de la Rafle du 11 septembre 1942;2016-09-11;;;;;;Lille;Nord;Hauts-de-France;50.6257659926529;3.08826775878791
Monument à Auguste Angellier;memorial;;;;;;;;Lille;Nord;Hauts-de-France;50.6279555972189;3.06494963943533
Statue de Jeanne Maillotte;memorial;;;;;;;;Lille;Nord;Hauts-de-France;50.6424563735282;3.06341474532618
Mémorial de la Résistance et de la Déportation;memorial;;;;;;;;Lille;Nord;Hauts-de-France;50.6308008342512;3.07418507180901
Colonne de la Déesse;memorial;;;;;;;;Lille;Nord;Hauts-de-France;50.6369027547609;3.06343853306836
Robert Lambek;memorial;;2026-02-05;;;;;;Lille;Nord;Hauts-de-France;50.6332379564179;3.06396459817438
"Église protestante évangélique ""L'Eau Vive""";place_of_worship;;;;;christian;;;Lille;Nord;Hauts-de-France;50.6402699769356;3.08808595869153
Église Saint-Michel;place_of_worship;;1874-01-01;;fr:Église Saint-Michel de Lille;christian;catholic;;Lille;Nord;Hauts-de-France;50.6269444167001;3.06130119771688
Hôtel d'Avelin;manor;Façades sur rue et sur cour, toitures et entrée monumentale : inscription par arrêté du 14 mars 1944;;3;fr:Hôtel d'Avelin;;;PA00107592;Lille;Nord;Hauts-de-France;50.6404543283398;3.067065300181
Monuments aux Morts du XIXe Siècle;memorial;;;;;;;;Lille;Nord;Hauts-de-France;50.626829276309;3.11488249607777
La Locomotive;locomotive;;1937-01-01;;fr:Liste des propriétés communales, services et écoles d’Hellemmes#La Locomotive;;;;Lille;Nord;Hauts-de-France;50.6235540628762;3.1080039121287
Église Saint-André;place_of_worship;;;2;fr:Église Saint-André de Lille;christian;catholic;PA00107577;Lille;Nord;Hauts-de-France;50.6447746357722;3.05388065780066
